player_name,pitch_category,Pitches,Average Pitch Speed,Average Effective Pitch Speed,Average Spin Rate,Average Horizontal Break,Average Vertical Break,Corner %,BAA,SLGA,BABIPA,wOBAA
Riley Smith,Off-speed,250,89.2,89.1,2216.4,-0.551,0.422,0.004,0.234,0.312,0.311,0.272
Robbie Erlin,Fastball,257,89.3,89.1,2261.5, 0.699, 1.416,0.004,0.274,0.645,0.261,0.397
Robbie Erlin,Off-speed,204,78.7,78.4,2192.0,-0.049,-0.511,0.005,0.320,0.640,0.382,0.462
Robbie Ray,Fastball,503,93.9,93.9,2419.6,0.801,1.419,0.002,0.292,0.689,0.296,0.489
Robbie Ray,Off-speed,561,86.3,85.9,2311.4,0.099,0.428,0.002,0.227,0.340,0.358,0.287
Robert Dugger,Off-speed,122,82.0,81.9,2364.2,0.120,-0.015,0.008,0.423,0.846,0.435,0.554
Robert Gsellman,Off-speed,225,90.4,90.6,2208.7,-0.652,0.826,0.004,0.348,0.630,0.351,0.458
Robert Stephenson,Off-speed,123,83.8,83.8,2763.1,0.200,-0.115,0.008,0.231,0.577,0.250,0.406
Robert Stock,Fastball,162,96.8,96.8,2217.5,-0.926,1.186,0.006,0.361,0.417,0.500,0.406
Rony Garcia,Fastball,248,93.3,92.6,2275.9,-0.793,0.956,0.004,0.317,0.617,0.304,0.432
Rony Garcia,Off-speed,145,86.5,85.9,2088.7,-0.268,0.376,0.007,0.222,0.519,0.200,0.341
Ross Detwiler,Off-speed,225,86.4,85.3,2119.1,0.623,0.380,0.004,0.250,0.304,0.311,0.278
Ross Stripling,Fastball,355,91.7,91.2,2275.2,-0.427, 1.522,0.003,0.333,0.787,0.269,0.506
Ross Stripling,Off-speed,460,82.5,81.9,2318.0,-0.045,-0.269,0.002,0.252,0.390,0.312,0.308
Rowan Wick,Fastball,161,94.9,95.2,2345.5,-0.076, 1.525,0.006,0.275,0.375,0.367,0.320
Rowan Wick,Off-speed,143,80.8,80.7,2612.1, 0.514,-0.852,0.007,0.250,0.429,0.353,0.307
Ryan Borucki,Off-speed,322,90.3,90.4,2200.8,0.732,0.625,0.003,0.200,0.300,0.282,0.286
Ryan Brasier,Fastball,247,96.2,97.1,2252.9,-0.616,1.380,0.004,0.268,0.446,0.333,0.323
Ryan Brasier,Off-speed,177,87.1,88.5,2306.2, 0.167,0.235,0.006,0.214,0.286,0.321,0.285
Ryan Castellani,Fastball,365,92.5,92.7,2348.6,-0.880,1.022,0.003,0.256,0.538,0.230,0.437
Ryan Castellani,Off-speed,392,83.5,83.5,2230.2, 0.007,0.006,0.003,0.218,0.513,0.183,0.366
Ryan Helsley,Off-speed,110,85.4,85.9,2453.2,0.245,-0.127,0.009,0.130,0.391,0.083,0.291
Ryan Pressly,Fastball,131,94.6,94.7,2532.7,-0.017, 1.323,0.008,0.357,0.607,0.409,0.413
Ryan Pressly,Off-speed,222,86.3,86.0,2924.3, 0.668,-0.319,0.005,0.204,0.315,0.345,0.290
Ryan Sherriff,Off-speed,126,88.9,88.6,2082.8,1.029,0.180,0.008,0.188,0.188,0.200,0.198
Ryan Tepera,Off-speed,316,89.5,89.7,2270.6,-0.349,0.649,0.003,0.232,0.362,0.368,0.327
Ryan Thompson,Off-speed,381,84.8,85.2,2004.2,-0.167,0.006,0.003,0.287,0.457,0.311,0.352
Ryan Weber,Off-speed,637,84.5,83.4,2054.4,-0.742,-0.021,0.002,0.272,0.488,0.277,0.372
Ryan Yarbrough,Off-speed,834,81.4,81.7,2068.8,0.462,0.673,0.001,0.256,0.374,0.299,0.326
Ryne Harper,Fastball,153,88.4,89.3,1829.9,0.006, 0.901,0.007,0.486,0.946,0.483,0.642
Ryne Harper,Off-speed,255,73.7,74.1,2242.6,1.025,-0.585,0.004,0.175,0.254,0.244,0.202
Ryne Stanek,Off-speed,106,88.5,88.3,2006.4,-0.267,0.438,0.009,0.304,0.478,0.462,0.380
Sam Coonrod,Off-speed,214,92.8,92.9,2183.1,-0.772,0.433,0.005,0.261,0.435,0.286,0.380
Sam Howard,Fastball,135,92.0,91.1,2431.0, 0.804,1.499,0.007,0.243,0.432,0.280,0.348
Sam Howard,Off-speed,226,84.6,84.2,2467.0,-0.163,0.450,0.004,0.200,0.450,0.273,0.369
Sam Selman,Fastball,146,91.2,91.8,2476.2, 0.236,1.310,0.007,0.304,0.565,0.429,0.454
Sam Selman,Off-speed,215,80.1,80.4,2569.5,-1.046,0.145,0.005,0.128,0.191,0.161,0.215
Sandy Alcantara,Fastball,164,96.9,96.1,2320.0,-0.792,1.277,0.006,0.250,0.350,0.357,0.290
Sandy Alcantara,Off-speed,498,91.3,90.7,2330.9,-0.724,0.392,0.002,0.217,0.357,0.250,0.299
Scott Alexander,Off-speed,198,92.2,91.9,2202.5,0.985,0.406,0.005,0.220,0.366,0.233,0.318
Scott Barlow,Fastball,188,94.9,96.4,2310.9,-0.494, 1.259,0.005,0.324,0.649,0.360,0.438
Scott Barlow,Off-speed,319,81.7,82.8,2421.0, 0.849,-0.406,0.003,0.197,0.263,0.304,0.252
Sean Doolittle,Fastball,104,90.7,91.0,2186.7,0.277,1.599,0.010,0.381,0.714,0.400,0.471
Sean Manaea,Off-speed,812,86.1,87.6,1682.5,0.643,0.523,0.001,0.270,0.427,0.311,0.318
Sean Newcomb,Fastball,162,93.4,93.0,2306.9, 0.361, 1.383,0.006,0.448,0.759,0.478,0.538
Sean Newcomb,Off-speed,138,81.8,81.2,2287.0,-0.127,-0.337,0.007,0.226,0.419,0.208,0.393
Sean Poppen,Off-speed,153,89.0,89.2,1993.0,-0.265,0.168,0.007,0.290,0.387,0.429,0.339
Sergio Romo,Off-speed,321,77.7,73.2,2729.6,0.526,0.553,0.003,0.206,0.368,0.234,0.323
Seth Elledge,Off-speed,231,89.7,89.7,2367.0,-0.610,0.593,0.004,0.262,0.571,0.346,0.427
Seth Lugo,Fastball,197,93.5,93.2,2241.2,-0.669,1.408,0.005,0.275,0.686,0.421,0.434
Seth Lugo,Off-speed,413,86.8,86.3,2460.7,-0.286,0.155,0.002,0.274,0.400,0.324,0.324
Shane Bieber,Fastball,463,94.1,94.7,2353.7,-0.746, 1.525,0.002,0.210,0.310,0.345,0.257
Shane Bieber,Off-speed,775,86.0,86.5,2341.8, 0.195,-0.313,0.001,0.145,0.243,0.225,0.213
Shane Greene,Off-speed,391,87.4,86.7,2222.7,-0.281,0.515,0.003,0.239,0.348,0.282,0.309
Shaun Anderson,Fastball,107,94.4,95.4,2494.7,-0.145,1.282,0.009,0.385,0.615,0.400,0.506
Shaun Anderson,Off-speed,170,88.3,89.2,2612.3, 0.314,0.274,0.006,0.119,0.310,0.125,0.254
Shawn Armstrong,Fastball,102,93.6,94.1,2479.1,-0.374,1.480,0.010,0.095,0.190,0.154,0.241
Shawn Armstrong,Off-speed,135,87.4,87.8,2662.7, 0.679,0.187,0.007,0.219,0.375,0.240,0.256
Shun Yamaguchi,Fastball,205,90.8,90.3,2129.1,-0.908,1.299,0.005,0.324,0.618,0.409,0.473
Shun Yamaguchi,Off-speed,297,83.2,83.4,1609.0,-0.447,0.200,0.003,0.262,0.523,0.277,0.384
Sixto Sanchez,Fastball,133,98.5,98.1,2164.2,-0.860,1.123,0.008,0.217,0.565,0.231,0.373
Sixto Sanchez,Off-speed,426,91.1,90.8,2094.8,-0.789,0.317,0.002,0.256,0.289,0.312,0.281
Sonny Gray,Fastball,250,93.0,93.6,2521.0,-0.170, 1.279,0.004,0.250,0.477,0.290,0.336
Sonny Gray,Off-speed,718,86.1,86.2,2696.5, 0.333,-0.121,0.001,0.190,0.264,0.290,0.271
Spencer Howard,Fastball,248,94.0,94.3,2344.9,-0.825,1.495,0.004,0.280,0.400,0.333,0.345
Spencer Howard,Off-speed,191,81.1,81.6,2043.5,-0.064,0.206,0.005,0.320,0.660,0.324,0.441
Spencer Turnbull,Fastball,434,93.7,94.0,2500.3,-0.180,0.932,0.002,0.198,0.309,0.273,0.313
Spencer Turnbull,Off-speed,529,88.8,88.8,2342.2,-0.452,0.103,0.002,0.244,0.354,0.297,0.299
Stefan Crichton,Off-speed,396,86.8,85.7,2209.9,-0.486,0.193,0.003,0.229,0.344,0.292,0.314
Stephen Tarpley,Off-speed,175,87.0,86.9,2206.6,0.473,0.263,0.006,0.289,0.526,0.346,0.447
Steve Cishek,Off-speed,364,83.9,85.9,2326.2,-0.039,0.119,0.003,0.280,0.507,0.309,0.414
Steven Brault,Fastball,290,92.3,92.6,2179.5,0.707,1.273,0.003,0.149,0.149,0.219,0.326
Steven Brault,Off-speed,456,85.0,85.6,2014.6,0.398,0.160,0.002,0.216,0.294,0.250,0.264
Steven Matz,Off-speed,633,89.1,89.4,2267.9,0.854,0.507,0.002,0.323,0.700,0.346,0.453
T.J. McFarland,Off-speed,331,85.0,84.1,1974.9,0.853,0.011,0.003,0.302,0.547,0.292,0.395
T.J. Zeuch,Off-speed,170,88.4,88.5,2043.3,-0.668,0.505,0.006,0.220,0.366,0.216,0.292
Taijuan Walker,Fastball,338,93.2,92.8,2142.6,-0.570,1.534,0.003,0.156,0.344,0.159,0.318
Taijuan Walker,Off-speed,546,86.1,85.7,2142.4,-0.290,0.347,0.002,0.241,0.380,0.280,0.303
Tanner Houck,Off-speed,167,85.8,85.6,2279.4,0.100,0.068,0.006,0.000,0.000,0.000,0.168
Tanner Rainey,Fastball,182,96.6,96.6,2457.1,-0.517, 1.466,0.005,0.149,0.447,0.107,0.300
Tanner Rainey,Off-speed,117,87.1,87.4,2406.5, 0.336,-0.198,0.009,0.050,0.050,0.250,0.129
Tanner Roark,Fastball,285,90.6,90.3,2079.3,-0.311,1.491,0.004,0.344,0.721,0.348,0.495
Tanner Roark,Off-speed,616,83.3,82.9,2139.4,-0.198,0.500,0.002,0.295,0.568,0.323,0.408
Tanner Scott,Fastball,205,96.5,96.2,2655.7, 0.337, 1.226,0.005,0.212,0.333,0.222,0.359
Tanner Scott,Off-speed,140,88.6,88.6,2770.2,-0.365,-0.038,0.007,0.128,0.154,0.238,0.199
Tarik Skubal,Fastball,348,94.4,94.1,2422.1,0.928,1.425,0.003,0.250,0.547,0.256,0.366
Tarik Skubal,Off-speed,243,83.4,83.5,2024.4,0.179,0.420,0.004,0.218,0.436,0.250,0.345
Taylor Clarke,Fastball,320,94.3,94.0,2335.6,-0.455,1.524,0.003,0.217,0.449,0.220,0.337
Taylor Clarke,Off-speed,383,85.9,85.6,2061.5,-0.104,0.129,0.003,0.217,0.402,0.250,0.301
Taylor Guilbeau,Off-speed,129,88.4,88.1,1920.2,1.049,0.422,0.008,0.267,0.367,0.296,0.344
Taylor Hearn,Fastball,212,94.9,93.0,2289.2, 0.476,1.473,0.005,0.174,0.239,0.259,0.280
Taylor Hearn,Off-speed,140,84.2,81.9,2062.1,-0.102,0.512,0.007,0.294,0.529,0.333,0.391
Taylor Rogers,Off-speed,354,88.3,87.8,2357.3,0.260,0.371,0.003,0.306,0.471,0.400,0.364
Taylor Widener,Fastball,233,94.5,95.2,2396.8,-0.567,1.440,0.004,0.191,0.404,0.250,0.349
Taylor Widener,Off-speed,131,86.3,87.1,2158.7,-0.281,0.334,0.008,0.192,0.538,0.111,0.395
Taylor Williams,Fastball,119,95.0,94.8,2307.6,-0.969,0.904,0.008,0.385,0.462,0.476,0.476
Taylor Williams,Off-speed,153,86.1,86.0,2464.6, 0.001,0.145,0.007,0.129,0.258,0.200,0.234
Tejay Antone,Off-speed,593,88.0,88.3,2679.7,0.042,0.235,0.002,0.165,0.314,0.216,0.275
Thomas Eshelman,Fastball,120,86.0,86.3,1865.2,-0.022,1.055,0.008,0.333,0.528,0.323,0.430
Thomas Eshelman,Off-speed,409,80.2,80.3,1716.4, 0.059,0.406,0.002,0.232,0.495,0.212,0.326
Thomas Hatch,Fastball,207,95.5,95.5,2597.7,-0.617,1.313,0.005,0.234,0.298,0.278,0.327
Thomas Hatch,Off-speed,234,87.9,88.1,2305.3,-0.326,0.542,0.004,0.149,0.298,0.182,0.252
Tim Hill,Fastball,153,91.4,92.2,2234.8,1.528, 0.382,0.007,0.111,0.333,0.100,0.223
Tim Hill,Off-speed,195,88.1,89.0,2087.4,1.176,-0.188,0.005,0.318,0.477,0.342,0.410
Tommy Hunter,Off-speed,402,89.5,89.7,2587.5,-0.122,0.604,0.002,0.244,0.400,0.308,0.337
Tommy Milone,Fastball,298,86.1,85.9,2191.2,0.687,1.569,0.003,0.269,0.577,0.289,0.396
Tommy Milone,Off-speed,399,79.1,79.0,1883.8,0.802,0.616,0.003,0.347,0.610,0.412,0.420
Tony Gonsolin,Fastball,335,95.1,94.3,2488.5,-0.780,1.512,0.003,0.191,0.270,0.219,0.214
Tony Gonsolin,Off-speed,370,85.5,84.9,2225.7,-0.556,0.305,0.003,0.195,0.312,0.298,0.256
Tony Watson,Off-speed,269,85.7,85.1,2294.5,1.214,0.626,0.004,0.197,0.348,0.204,0.268
Touki Toussaint,Fastball,177,94.0,95.5,2292.7,-0.638, 1.186,0.006,0.233,0.533,0.250,0.441
Touki Toussaint,Off-speed,314,81.6,82.6,2138.4, 0.208,-0.406,0.003,0.294,0.559,0.366,0.446
Travis Bergen,Fastball,113,92.3,91.9,2242.4,0.977,1.342,0.009,0.125,0.312,0.143,0.355
Travis Lakins Sr.,Fastball,158,93.2,92.9,2227.4,-0.349,1.261,0.006,0.250,0.292,0.333,0.392
Travis Lakins Sr.,Off-speed,312,87.2,86.8,2480.4, 0.453,0.087,0.003,0.253,0.413,0.309,0.318
Trevor Bauer,Fastball,476,93.5,93.7,2776.5,-0.759, 1.652,0.002,0.140,0.310,0.173,0.234
Trevor Bauer,Off-speed,689,83.4,83.3,2903.9, 0.620,-0.346,0.001,0.171,0.297,0.237,0.243
Trevor Cahill,Off-speed,409,84.2,84.0,2168.3,-0.503,-0.018,0.002,0.203,0.367,0.265,0.321
Trevor Gott,Fastball,138,95.4,94.9,2316.3,-0.781,1.207,0.007,0.282,0.795,0.222,0.513
Trevor May,Fastball,196,96.3,97.5,2396.9,-0.593,1.381,0.005,0.275,0.575,0.412,0.393
Trevor May,Off-speed,215,86.9,88.1,2323.3,-0.092,0.285,0.005,0.188,0.250,0.276,0.212
Trevor Richards,Fastball,292,90.5,91.0,2155.0,-0.573,1.614,0.003,0.328,0.466,0.367,0.378
Trevor Richards,Off-speed,284,82.5,83.1,2265.0,-0.690,0.540,0.004,0.316,0.544,0.357,0.387
Trevor Rogers,Fastball,308,93.6,94.0,2426.2,1.120,1.248,0.003,0.314,0.627,0.429,0.470
Trevor Rogers,Off-speed,260,84.0,84.7,1854.5,0.616,0.307,0.004,0.262,0.410,0.357,0.303
Trevor Rosenthal,Fastball,257,97.9,97.7,2453.7,-0.471,1.503,0.004,0.154,0.212,0.286,0.230
Trevor Rosenthal,Off-speed,124,88.8,89.3,2194.8,-0.111,0.394,0.008,0.138,0.448,0.143,0.273
Trevor Williams,Fastball,434,91.5,92.8,2277.3,-0.300,1.102,0.002,0.270,0.586,0.250,0.425
Trevor Williams,Off-speed,583,83.7,85.1,2123.5,-0.088,0.210,0.002,0.321,0.500,0.372,0.378
Triston McKenzie,Fastball,292,92.8,94.1,2336.5,-0.359,1.675,0.003,0.194,0.328,0.268,0.264
Triston McKenzie,Off-speed,258,84.2,85.4,2078.5, 0.122,0.209,0.004,0.160,0.420,0.138,0.293
Ty Buttrey,Fastball,249,96.1,95.2,2232.2,-1.108, 1.102,0.004,0.318,0.515,0.352,0.388
Ty Buttrey,Off-speed,179,84.1,82.9,1903.8,-0.630,-0.001,0.006,0.212,0.455,0.200,0.300
Tyler Alexander,Fastball,132,90.6,90.7,2209.6,0.655,1.215,0.008,0.143,0.179,0.182,0.247
Tyler Alexander,Off-speed,467,86.0,86.3,2102.3,0.392,0.487,0.002,0.324,0.602,0.370,0.434
Tyler Anderson,Fastball,388,90.3,89.8,2304.2,0.654,1.585,0.003,0.244,0.500,0.233,0.371
Tyler Anderson,Off-speed,566,82.8,82.6,2168.8,0.569,1.018,0.002,0.262,0.362,0.315,0.323
Tyler Bashlor,Off-speed,119,88.0,88.4,2318.6,-0.271,0.219,0.008,0.290,0.645,0.304,0.484
Tyler Chatwood,Off-speed,308,90.3,90.4,2605.6,-0.337,0.473,0.003,0.278,0.472,0.383,0.355
Tyler Clippard,Off-speed,340,81.1,80.8,1975.4,-0.673,0.746,0.003,0.210,0.333,0.246,0.252
Tyler Duffey,Fastball,154,92.6,92.6,2291.0,-0.584, 1.319,0.006,0.158,0.289,0.238,0.217
Tyler Duffey,Off-speed,214,83.1,83.3,2432.0, 0.200,-0.714,0.005,0.149,0.255,0.194,0.238
Tyler Glasnow,Fastball,584,96.9,97.6,2409.1,-0.052, 1.452,0.002,0.246,0.460,0.276,0.350
Tyler Glasnow,Off-speed,380,83.5,84.6,2801.9, 0.361,-1.193,0.003,0.135,0.315,0.296,0.213
Tyler Kinley,Fastball,124,95.9,94.6,2343.0,-0.340,1.343,0.008,0.280,0.320,0.318,0.358
Tyler Kinley,Off-speed,247,89.3,88.6,2511.2, 0.134,0.325,0.004,0.115,0.250,0.138,0.255
Tyler Mahle,Fastball,468,93.9,94.3,2388.7,-1.031,1.456,0.002,0.218,0.425,0.291,0.363
Tyler Mahle,Off-speed,384,86.9,87.7,2452.2,-0.070,0.420,0.003,0.176,0.318,0.218,0.249
Tyler Matzek,Fastball,299,94.3,94.6,2356.3, 0.311, 1.479,0.003,0.225,0.338,0.366,0.289
Tyler Matzek,Off-speed,184,83.8,84.0,2886.5,-0.620,-0.386,0.005,0.184,0.184,0.292,0.248
Tyler Rogers,Fastball,239,82.4,81.4,1948.5,-0.190,-1.072,0.004,0.259,0.293,0.326,0.277
Tyler Rogers,Off-speed,219,74.1,72.9,2204.1, 0.639, 0.700,0.005,0.308,0.481,0.400,0.420
Tyler Webb,Fastball,137,90.0,90.5,2153.6,0.160,1.440,0.007,0.286,0.457,0.320,0.352
Tyler Webb,Off-speed,209,81.4,81.8,2004.8,0.357,0.845,0.005,0.163,0.209,0.212,0.197
Tyler Zuber,Fastball,183,94.1,93.7,2243.2,-0.675, 1.244,0.005,0.184,0.368,0.294,0.359
Tyler Zuber,Off-speed,229,83.8,83.4,2475.8, 0.438,-0.243,0.004,0.211,0.368,0.231,0.320
Victor Gonzalez,Off-speed,260,90.6,90.7,2313.6,0.792,0.271,0.004,0.174,0.203,0.250,0.227
Vince Velasquez,Fastball,343,93.7,94.2,2435.3,-0.448,1.596,0.003,0.239,0.479,0.333,0.398
Vince Velasquez,Off-speed,307,86.4,87.0,2154.8,-0.206,0.053,0.003,0.302,0.397,0.400,0.329
Wade LeBlanc,Off-speed,349,81.0,80.7,1840.6,0.507,0.578,0.003,0.300,0.544,0.288,0.393
Wade Miley,Off-speed,254,83.6,83.6,2210.2,0.033,0.295,0.004,0.240,0.360,0.282,0.345
Walker Buehler,Fastball,323,96.8,96.9,2546.0,-0.433,1.607,0.003,0.102,0.119,0.167,0.168
Walker Buehler,Off-speed,277,89.0,89.1,2850.7, 0.413,0.093,0.004,0.237,0.539,0.220,0.359
Walker Lockett,Off-speed,220,88.3,88.5,2236.5,-0.463,0.307,0.005,0.328,0.484,0.358,0.403
Wander Suero,Off-speed,381,89.6,89.9,2427.7,0.063,0.886,0.003,0.227,0.318,0.317,0.307
Wandy Peralta,Fastball,109,94.8,88.5,2184.8,0.780,1.216,0.009,0.364,0.727,0.353,0.485
Wandy Peralta,Off-speed,379,88.7,83.4,2262.0,0.722,0.533,0.003,0.179,0.244,0.232,0.260
Wes Benjamin,Fastball,192,90.9,90.1,2365.7, 0.692,1.640,0.005,0.191,0.255,0.229,0.244
Wes Benjamin,Off-speed,197,83.4,82.7,2308.9,-0.066,0.211,0.005,0.341,0.614,0.387,0.424
Wil Crowe,Off-speed,129,86.4,86.6,2246.9,-0.201,0.414,0.008,0.304,0.652,0.312,0.477
Will Harris,Off-speed,345,88.3,89.0,2449.0,0.465,0.442,0.003,0.284,0.446,0.360,0.357
Will Smith,Fastball,114,92.6,92.8,2259.7, 0.539,1.352,0.009,0.111,0.278,0.083,0.218
Will Smith,Off-speed,138,81.0,80.9,2301.9,-0.640,0.097,0.007,0.318,1.000,0.222,0.558
Wilmer Font,Fastball,199,95.0,95.7,2274.4,-0.530,1.418,0.005,0.447,0.632,0.516,0.496
Wilmer Font,Off-speed,169,87.0,87.8,2160.0,-0.162,0.460,0.006,0.306,0.417,0.370,0.370
Yency Almonte,Fastball,176,94.8,96.1,2121.8,-0.653,0.960,0.006,0.275,0.425,0.263,0.347
Yency Almonte,Off-speed,270,85.7,86.6,2190.1,-0.014,0.080,0.004,0.222,0.333,0.310,0.297
Yimi Garcia,Fastball,119,94.4,93.9,2569.2,-0.555,1.069,0.008,0.125,0.188,0.235,0.197
Yimi Garcia,Off-speed,122,86.6,86.2,2459.7, 0.148,0.159,0.008,0.217,0.261,0.263,0.230
Yoan Lopez,Fastball,156,95.4,96.3,2091.7,-0.354, 1.303,0.006,0.268,0.415,0.306,0.337
Yoan Lopez,Off-speed,130,85.7,85.9,2460.2, 0.512,-0.089,0.008,0.270,0.649,0.273,0.407
Yohan Ramirez,Fastball,250,95.6,96.3,2361.7,-0.760,1.231,0.004,0.222,0.472,0.200,0.425
Yohan Ramirez,Off-speed,170,82.1,82.9,2418.2, 1.443,0.298,0.006,0.030,0.061,0.062,0.206
Yonny Chirinos,Off-speed,174,90.2,90.0,1961.6,-0.978,0.688,0.006,0.333,0.524,0.364,0.442
Yoshihisa Hirano,Fastball,112,89.9,90.0,2116.9,-0.810,1.493,0.009,0.412,0.647,0.462,0.545
Yoshihisa Hirano,Off-speed,136,82.1,82.6,1163.6,-0.824,0.238,0.007,0.306,0.444,0.357,0.354
Yu Darvish,Fastball,170,95.9,96.4,2581.5,-0.512,1.525,0.006,0.205,0.256,0.444,0.213
Yu Darvish,Off-speed,983,85.9,86.5,2623.5, 0.352,0.011,0.001,0.212,0.332,0.280,0.266
Yusei Kikuchi,Fastball,300,95.0,95.4,2177.6, 0.549,1.533,0.003,0.265,0.388,0.382,0.334
Yusei Kikuchi,Off-speed,495,89.3,90.1,2198.2,-0.003,0.528,0.002,0.228,0.358,0.278,0.291
Yusmeiro Petit,Fastball,134,88.1,89.5,2134.3,-0.401,1.490,0.007,0.207,0.310,0.179,0.248
Yusmeiro Petit,Off-speed,181,81.5,82.4,1988.3,-0.056,1.024,0.006,0.245,0.396,0.314,0.300
Zac Gallen,Fastball,436,93.2,93.6,2379.7,-0.303,1.477,0.002,0.185,0.250,0.254,0.274
Zac Gallen,Off-speed,681,84.8,85.3,2115.5, 0.018,0.004,0.001,0.224,0.382,0.278,0.291
Zac Grotz,Off-speed,202,87.3,87.4,1878.8,-0.659,0.282,0.005,0.367,0.833,0.304,0.622
Zach Davies,Off-speed,1055,84.1,83.8,1951.8,-1.041,0.855,0.001,0.217,0.362,0.251,0.280
Zach Eflin,Off-speed,825,90.1,90.8,2133.2,-0.709,0.445,0.001,0.273,0.440,0.364,0.336
Zach Plesac,Fastball,292,92.8,92.9,2086.2,-0.636,1.416,0.003,0.321,0.577,0.339,0.394
Zach Plesac,Off-speed,484,85.1,85.3,1930.9,-0.318,0.454,0.002,0.107,0.198,0.133,0.160
Zack Britton,Off-speed,289,92.1,91.5,2113.8,0.713,0.293,0.003,0.179,0.239,0.235,0.230
Zack Godley,Off-speed,522,85.4,84.3,2106.0,-0.155,0.097,0.002,0.342,0.633,0.376,0.457
Zack Greinke,Fastball,437,87.9,87.6,2323.2,-0.096,1.450,0.002,0.321,0.536,0.369,0.398
Zack Greinke,Off-speed,623,80.8,80.5,2111.5,-0.039,0.125,0.002,0.225,0.343,0.296,0.253
Zack Wheeler,Fastball,454,96.9,98.6,2336.0,-0.481,1.174,0.002,0.297,0.405,0.340,0.338
Zack Wheeler,Off-speed,624,90.9,92.3,2250.5,-0.378,0.424,0.002,0.222,0.307,0.281,0.293
