player_name,Pitches,Average Pitch Speed,Average Effective Pitch Speed,Average Spin Rate,Average Horizontal Break,Average Vertical Break,Corner %,BAA,SLGA,BABIPA,wOBAA,mlb_id,salary,yearID
Aaron Loup,186,86.9258064516129,85.52540540540541,2205.1945945945945,1.0354838709677419,0.38225806451612904,0.005376344086021506,0.21621621621621623,0.40540540540540543,0.25,0.3611627906976744,571901,1050000,2016
Aaron Nola,1867,85.24949116229244,84.89763948497854,2136.7661637931033,-0.5524370648098554,0.21156936261381895,5.356186395286556e-4,0.2703296703296703,0.4043956043956044,0.345565749235474,0.32660606060606057,605400,517500,2016
Aaron Sanchez,2747,92.1192937750273,91.56796045404614,2343.064801178203,-0.9372770294867128,0.8446669093556607,3.6403349108117945e-4,0.22418879056047197,0.3333333333333333,0.26796116504854367,0.28543741588156124,592717,517800,2016
Adam Conley,2191,89.09087174806025,88.06919022520364,2263.858333333333,1.1663167503423095,1.1472843450479233,4.5641259698767686e-4,0.24742268041237114,0.3835051546391753,0.30337078651685395,0.3333272727272727,543045,512500,2016
Adam Ottavino,343,88.88775510204081,89.54053254437869,2404.203761755486,-0.08425655976676384,0.39387755102040817,0.0029154518950437317,0.2,0.32857142857142857,0.2682926829268293,0.27565789473684216,493603,1300000,2016
Adam Wainwright,3040,84.75822368421052,84.50775862068966,2339.7332883187037,-0.07411184210526316,0.40901315789473686,3.289473684210526e-4,0.2825788751714678,0.4224965706447188,0.3327433628318584,0.33390920554854986,425794,19500000,2016
Adam Warren,1044,88.81973180076628,88.33251473477407,2147.768218623482,-0.3414750957854406,0.9594827586206897,9.578544061302681e-4,0.23943661971830985,0.4084507042253521,0.2608695652173913,0.31728813559322033,476589,1700000,2016
Addison Reed,1067,91.11302717900656,91.71062030075188,2104.097609561753,-0.25941893158388,1.269353327085286,9.372071227741331e-4,0.19291338582677164,0.25984251968503935,0.2727272727272727,0.21243346007604563,592665,5300000,2016
AJ Ramos,1054,86.44193548387096,85.42480544747082,2351.868686868687,-0.23548387096774193,0.6565464895635673,9.487666034155598e-4,0.2186046511627907,0.2651162790697674,0.3108108108108108,0.28792156862745094,573109,3400000,2016
Alex Cobb,386,87.00751295336788,84.9154046997389,2053.8376963350784,-0.7336787564766839,0.9178756476683938,0.0025906735751295338,0.3368421052631579,0.5894736842105263,0.36,0.41504854368932037,502171,4000000,2016
Alex Colome,773,92.2849935316947,91.5229274611399,2117.0637393767706,0.10892626131953428,1.2865459249676585,0.00129366106080207,0.2127659574468085,0.2925531914893617,0.3050847457627119,0.25507462686567167,517008,521700,2016
Alex Wilson,972,89.80154320987654,89.7904860392968,2280.760339342524,-0.3830246913580247,1.1561728395061728,0.00102880658436214,0.2629310344827586,0.4051724137931034,0.296875,0.30561752988047813,543935,522500,2016
Alex Wood,985,87.53086294416244,86.69722792607803,1912.2183544303798,0.716243654822335,0.814010152284264,0.0010152284263959391,0.2445414847161572,0.34934497816593885,0.31875,0.3043700787401575,622072,530000,2016
Alexi Ogando,623,90.94012841091492,89.71610305958131,2263.683185840708,-0.5070626003210272,1.2208667736757624,0.0016051364365971107,0.2711864406779661,0.3898305084745763,0.32967032967032966,0.3387943262411348,468396,2000000,2016
Alfredo Simon,1070,88.7207476635514,87.78016997167138,2054.564375605034,-0.6776635514018692,0.855981308411215,9.345794392523365e-4,0.35294117647058826,0.5966386554621849,0.37037037037037035,0.46335740072202164,430580,2000000,2016
Andrew Cashner,2038,91.31403336604514,90.0304583538689,2142.27065382666,-0.6712463199214916,1.1080471050049068,4.906771344455348e-4,0.275626423690205,0.5079726651480638,0.3128834355828221,0.3819718309859156,488768,7150000,2016
Andrew Chafin,351,90.43618233618234,90.71509971509971,2146,0.7698005698005698,1.0344729344729344,0.002849002849002849,0.25882352941176473,0.35294117647058826,0.375,0.3229166666666667,605177,519700,2016
Andrew Faulkner,123,89.59268292682927,89.1364406779661,1857.0530973451328,0.8121951219512196,0.8853658536585366,0.008130081300813009,0.2857142857142857,0.6071428571428571,0.20833333333333334,0.4135483870967742,605226,508500,2016
Andrew Miller,985,88.65065989847716,89.12935779816513,2367.4701754385965,-0.17451776649746192,0.5520812182741117,0.0010152284263959391,0.16740088105726872,0.3039647577092511,0.26956521739130435,0.22857142857142856,453192,9000000,2016
Anibal Sanchez,2204,88.05149727767694,87.72312243969048,2187.8652130822597,-0.39342105263157895,1.2205989110707804,4.5372050816696913e-4,0.2896281800391389,0.4794520547945205,0.3324396782841823,0.3667491166077739,434671,16800000,2016
Anthony DeSclafani,1649,90.31910248635536,90.50385793018984,2044.4800257731958,-0.45524560339599757,0.7713159490600364,6.064281382656155e-4,0.2619047619047619,0.41534391534391535,0.3028169014084507,0.32839024390243904,543101,540000,2016
Antonio Bastardo,1108,89.01209386281589,88.48783524904215,2373.50525210084,0.48772563176895306,1.5616425992779783,9.025270758122744e-4,0.24675324675324675,0.43722943722943725,0.2974683544303797,0.3487547169811321,455374,5375000,2016
Arodys Vizcaino,661,92.79712556732224,91.404,2396.8992932862193,-0.729803328290469,0.8580937972768532,0.0015128593040847202,0.2222222222222222,0.3055555555555556,0.31868131868131866,0.2844171779141104,527055,897500,2016
Aroldis Chapman,815,98.7079754601227,99.24556962025316,2532.998347107438,0.35828220858895704,1.5671165644171778,0.001226993865030675,0.15204678362573099,0.22807017543859648,0.25,0.20459459459459461,547973,9468443,2016
Arquimedes Caminero,939,96.20319488817891,95.97755102040816,2219.9364358683315,-0.6806176783812566,0.9338658146964857,0.0010649627263045794,0.28717948717948716,0.4717948717948718,0.3333333333333333,0.4004273504273504,491708,532500,2016
Bartolo Colon,2462,87.75432750914263,85.86450144807613,2133.001259445844,-1.1217797643234457,1.012027631044291,4.0617384240454913e-4,0.26120556414219476,0.42040185471406494,0.2813102119460501,0.31345132743362836,112526,7250000,2016
Blaine Hardy,380,84,83.77195767195767,2097.9438502673797,0.36236842105263156,1.076578947368421,0.002631578947368421,0.25,0.39285714285714285,0.2835820895522388,0.32191489361702125,543278,520500,2016
Blake Treinen,870,93.11436781609196,91.2170616113744,2380.3715775749674,-1.0052873563218392,0.4560919540229885,0.0011494252873563218,0.2233502538071066,0.3248730964467005,0.2857142857142857,0.27894495412844034,595014,524900,2016
Blake Wood,1122,93.34322638146168,92.99990974729242,2155.4621435594886,-0.6066844919786096,0.8605169340463458,8.9126559714795e-4,0.24279835390946503,0.3868312757201646,0.3132530120481928,0.32404332129963903,502028,600000,2016
Bo Schultz,238,94.52436974789916,94.01218487394958,2363.285087719298,-0.8865546218487395,1.1945378151260504,0.004201680672268907,0.26666666666666666,0.43333333333333335,0.28,0.31,544759,513300,2016
Brad Boxberger,310,87.4216129032258,86.33006535947712,2003,-0.5619354838709677,1.2525806451612904,0.0032258064516129032,0.2923076923076923,0.4307692307692308,0.32,0.387948717948718,502202,519200,2016
Brad Brach,1199,91.71818181818182,90.56951423785594,2225.812621359223,-0.7135946622185154,0.9698915763135947,8.340283569641367e-4,0.19844357976653695,0.311284046692607,0.2631578947368421,0.255354609929078,542960,1250000,2016
Brad Ziegler,878,80.48781321184511,79.70686498855835,1969.700477326969,-0.6816628701594533,-0.529498861047836,0.0011389521640091116,0.2557077625570776,0.3333333333333333,0.313953488372093,0.29345991561181434,446899,5500000,2016
Brandon Finnegan,2496,89.64579326923077,88.56450964630226,2114.7014787430685,0.6100961538461539,1.0599759615384616,0.00040064102564102563,0.24181818181818182,0.4163636363636364,0.2639225181598063,0.335,605232,511500,2016
Brandon Maurer,1096,91.05209854014599,90.24793767186068,2386.681863230922,-0.6105839416058394,1.051551094890511,9.124087591240876e-4,0.23265306122448978,0.39183673469387753,0.29411764705882354,0.30095057034220535,543506,526400,2016
Brett Anderson,120,87.72666666666667,86.76916666666666,2077.883333333333,0.6383333333333333,0.735,0.008333333333333333,0.34375,0.5,0.35714285714285715,0.3661764705882353,474463,15800000,2016
Brett Cecil,485,88.16412371134021,86.29791231732777,2211.6573875802997,0.3785567010309278,0.5758762886597938,0.002061855670103093,0.28225806451612906,0.4435483870967742,0.3614457831325301,0.3437121212121212,446399,3800000,2016
Brett Oberholtzer,1104,85.76005434782608,84.77540983606558,1988.2722914669223,0.8019927536231884,1.1623188405797102,9.057971014492754e-4,0.2923076923076923,0.5461538461538461,0.30456852791878175,0.3916724738675958,519085,518000,2016
Brian Matusz,205,86.49170731707318,84.98872549019607,2362.4656084656085,0.26195121951219513,1.4502439024390243,0.004878048780487805,0.4146341463414634,0.8780487804878049,0.3333333333333333,0.5844230769230769,451085,3900000,2016
Bryan Mitchell,361,91.50692520775623,90.6421052631579,2385.075418994413,-0.4343490304709141,0.9493074792243767,0.002770083102493075,0.2727272727272727,0.38636363636363635,0.2948717948717949,0.3312121212121212,571951,516650,2016
Bryan Morris,282,90.85780141843972,91.4846975088968,2058.1458333333335,-0.6801418439716312,0.7244680851063829,0.0035460992907801418,0.23809523809523808,0.4444444444444444,0.2391304347826087,0.3587671232876712,457768,1350000,2016
Bryan Shaw,1080,91.67361111111111,90.80418215613383,2490.6295585412668,0.4249074074074074,0.7462962962962963,9.25925925925926e-4,0.2374429223744292,0.3972602739726027,0.29333333333333333,0.3202032520325203,543766,2750000,2016
Buck Farmer,505,90.0839603960396,89.63445544554456,2235.702083333333,-0.8023762376237624,1.0461386138613862,0.0019801980198019802,0.23148148148148148,0.4166666666666667,0.2692307692307692,0.34565891472868215,571656,509500,2016
Bud Norris,1901,90.40105207785376,90.01768743400211,2366.6184767277855,-0.38453445554971066,0.9692793266701736,5.260389268805891e-4,0.2649164677804296,0.41766109785202865,0.31511254019292606,0.33426724137931035,502032,2500000,2016
Buddy Baumann,156,87.71282051282051,88.09679487179487,2316.9423076923076,0.5923076923076923,1.3333333333333333,0.00641025641025641,0.125,0.125,0.17391304347826086,0.17555555555555558,571473,520000,2016
Caleb Cotham,431,89.35359628770301,88.64685314685315,2396.4391534391534,-0.06658932714617169,0.9556844547563805,0.002320185614849188,0.32323232323232326,0.47474747474747475,0.37662337662337664,0.39929824561403504,571584,509675,2016
Cam Bedrosian,664,92.00753012048193,91.54104134762635,2451.1601307189544,-0.11295180722891567,1.1349397590361445,0.0015060240963855422,0.20408163265306123,0.24489795918367346,0.30526315789473685,0.2532317073170732,592135,510500,2016
Carlos Carrasco,1858,91.16905274488697,91.24797843665768,2226.464812712826,-0.7560818083961248,0.8207212055974166,5.382131324004305e-4,0.23503325942350334,0.42350332594235035,0.2724458204334365,0.31523517382413085,471911,4500000,2016
Carlos Martinez,2642,92.29928084784254,90.69578907435509,2088.9251728344857,-0.8367146101438304,0.6405374716124148,3.785011355034065e-4,0.24044585987261147,0.34235668789808915,0.28874734607218683,0.3090870185449358,593372,539000,2016
Carlos Rodon,2364,91.18142978003384,90.20099137931034,2122.913402061856,0.5313874788494077,0.9870135363790186,4.2301184433164127e-4,0.28442028985507245,0.4528985507246377,0.3488372093023256,0.3542269736842105,607074,518000,2016
Carlos Torres,1147,90.21194420226678,90.03689407540395,2342.462857142857,0.056408020924149954,0.8168265039232782,8.718395815170009e-4,0.21568627450980393,0.35294117647058826,0.27071823204419887,0.29852112676056336,448614,1050000,2016
Casey Fien,632,90.83069620253164,90.27895569620253,2511.265270506108,-0.2995253164556962,1.2031645569620253,0.0015822784810126582,0.29605263157894735,0.618421052631579,0.3047619047619048,0.4029113924050633,502272,2275000,2016
Chad Bettis,2768,88.43327312138729,88.0495475931958,1942.2389580973952,-0.22485549132947977,0.7647760115606936,3.61271676300578e-4,0.27958579881656803,0.4334319526627219,0.32509505703422054,0.34105769230769234,518452,512500,2016
Charlie Morton,276,89.97826086956522,87.6677536231884,2349.565055762082,-0.9152173913043479,0.16884057971014493,0.0036231884057971015,0.24193548387096775,0.3225806451612903,0.3333333333333333,0.2977142857142857,450203,8000000,2016
Chase Anderson,2311,87.12792207792208,86.06953498478923,2180.192102928128,-0.7391774891774892,1.1545887445887446,4.3271311120726956e-4,0.26522593320235754,0.48526522593320237,0.28865979381443296,0.3598581560283688,502624,520200,2016
Chase Whitley,238,85.99411764705883,85.89621848739496,2009.7149122807018,-0.5794117647058824,1.1285714285714286,0.004201680672268907,0.22413793103448276,0.3448275862068966,0.2682926829268293,0.2695081967213115,595032,524525,2016
Chasen Shreve,503,86.94353876739562,86.09900398406374,1863.0993377483444,0.6023856858846919,1.0968190854870776,0.0019880715705765406,0.21428571428571427,0.5,0.2222222222222222,0.3441463414634146,592741,533400,2016
Chris Archer,2922,91.6564681724846,90.77223942208462,2161.098445595855,-0.16064339493497604,1.0648528405201916,3.4223134839151266e-4,0.24174174174174173,0.4144144144144144,0.29977628635346754,0.3168673050615595,502042,2916667,2016
Chris Bassitt,503,87.36003976143141,86.92651821862349,2195.277777777778,-0.5248508946322068,0.6747514910536779,0.0019880715705765406,0.29411764705882354,0.48739495798319327,0.32967032967032966,0.37518796992481207,605135,510000,2016
Chris Hatcher,770,92.48922077922077,91.07503250975293,2240.8043775649794,-0.5033766233766234,1.2942857142857143,0.0012987012987012987,0.25316455696202533,0.47468354430379744,0.29906542056074764,0.35534090909090915,501822,1065000,2016
Chris Heston,110,81.60272727272728,81.67798165137614,2097.935185185185,-0.23272727272727273,0.5036363636363637,0.00909090909090909,0.4090909090909091,0.6363636363636364,0.47368421052631576,0.48615384615384616,518790,530000,2016
Chris Narveson,130,85.04307692307692,82.23571428571428,2216.55,0.5284615384615384,1.2384615384615385,0.007692307692307693,0.29411764705882354,0.5882352941176471,0.28,0.41694444444444445,429780,1200000,2016
Chris Rusin,1054,86.83377609108159,85.30143403441683,2199.454274353877,0.7144212523719166,0.6882352941176471,9.487666034155598e-4,0.24907063197026022,0.379182156133829,0.3076923076923077,0.30282229965156793,543734,512500,2016
Chris Sale,3077,88.60257161458334,87.30953326713009,2215.5657104736492,0.8724934895833333,0.5070963541666667,3.2499187520311994e-4,0.22830440587449932,0.3818424566088118,0.2783109404990403,0.3058044554455446,519242,9150000,2016
Chris Tillman,2761,88.0511046722202,88.21838955386289,2164.777129521587,-0.38511408909815287,1.0631293009779066,3.621876131836291e-4,0.2408026755852843,0.40635451505016723,0.2822222222222222,0.3244610778443114,501957,6225000,2016
Christian Bergman,425,87.04117647058824,85.66039119804401,2096.810344827586,-0.6865882352941176,0.9910588235294118,0.002352941176470588,0.3523809523809524,0.6190476190476191,0.3974358974358974,0.4271171171171171,548357,512500,2016
Clay Buchholz,2009,87.03822797411648,86.88639082751745,2251.9103343465044,-0.3343454454952713,0.8177202588352415,4.977600796416127e-4,0.2515991471215352,0.44989339019189767,0.25675675675675674,0.3415047619047619,453329,13000000,2016
Clayton Kershaw,2062,88.69704027171277,88.1839512195122,2329.9233759022763,-0.2079573022804464,1.1082969432314411,4.8496605237633366e-4,0.1844106463878327,0.26806083650190116,0.2564841498559078,0.21020408163265308,477132,33000000,2016
Clayton Richard,800,89.421,87.78657465495608,2085.959442332066,1.32625,0.57475,0.00125,0.33497536945812806,0.4187192118226601,0.375,0.36572687224669603,453385,2000000,2016
Cody Allen,959,91.05354906054279,91.13493723849372,2532.5993657505287,-0.23789144050104385,0.9913361169102296,0.0010427528675703858,0.1724137931034483,0.32019704433497537,0.22950819672131148,0.2496846846846847,592102,4150000,2016
Cody Anderson,996,90.6980923694779,89.63540772532188,2410.2162162162163,-1.0330321285140562,1.136144578313253,0.001004016064257028,0.3333333333333333,0.5686274509803921,0.38095238095238093,0.40292134831460674,594736,511400,2016
Cole Hamels,2785,88.87719928186715,88.81320685881066,2000.5935554741852,0.6548294434470378,0.989407540394973,3.590664272890485e-4,0.24454828660436137,0.3894080996884735,0.2973568281938326,0.3270914127423823,430935,22500000,2016
Colin Rea,1761,88.68290743895514,88.6491168091168,2059.842074927954,-0.4184554230550823,0.9923906871095968,5.678591709256105e-4,0.25888324873096447,0.4263959390862944,0.29605263157894735,0.3500000000000001,607067,510200,2016
Collin McHugh,2908,84.00557083906465,83.7563512054696,2381.227806309611,0.12156121045392022,0.5438101788170564,3.43878954607978e-4,0.2698650674662669,0.4362818590704648,0.3258655804480652,0.3381980742778542,543521,529000,2016
Corey Kluber,2879,90.17071899965266,90.48939978939978,2386.583993959985,-0.2469954845432442,0.9086141021187912,3.473428273706148e-4,0.20798898071625344,0.3333333333333333,0.268,0.2721072796934866,446372,4700000,2016
Corey Knebel,447,91.42572706935123,91.39527027027027,2370.2517321016167,-0.2261744966442953,0.8098434004474273,0.0022371364653243847,0.25806451612903225,0.3548387096774194,0.359375,0.3116346153846154,608349,513000,2016
Cory Gearrin,678,88.58569321533923,87.85444947209653,2326.548387096774,-0.7039823008849557,0.2784660766961652,0.0014749262536873156,0.2111801242236025,0.32298136645962733,0.2627118644067797,0.26892655367231644,518715,550000,2016
Cory Luebke,221,88.45203619909502,87.67083333333333,2395.8141025641025,0.29728506787330317,0.9669683257918552,0.004524886877828055,0.38461538461538464,0.6410256410256411,0.4482758620689655,0.4982,458537,1000000,2016
Cory Rasmus,464,87.08362068965518,86.02382075471698,2145.0457831325302,-0.3150862068965517,1.1133620689655173,0.0021551724137931034,0.2604166666666667,0.4375,0.27631578947368424,0.3606194690265487,474284,514500,2016
Craig Kimbrel,799,94.77984981226533,94.21878940731399,2485.751948051948,-0.4374217772215269,0.7783479349186483,0.0012515644555694619,0.16049382716049382,0.2654320987654321,0.25287356321839083,0.26890052356020944,518886,11000000,2016
Dalier Hinojosa,177,90.67570621468927,89.7231638418079,2134.5849056603774,-0.6409090909090909,1.2852272727272727,0.005649717514124294,0.25,0.35,0.28125,0.2854545454545454,648737,514000,2016
Dallas Keuchel,2365,84.9673434856176,84.43820895522389,2075.2018551236747,0.3108714043993232,0.6478426395939086,4.2283298097251583e-4,0.2596491228070175,0.42105263157894735,0.30536130536130535,0.32560777957860615,572971,7250000,2016
Dan Jennings,929,88.4665231431647,87.25027746947836,2317.009840098401,0.2318622174381055,0.3978471474703983,0.001076426264800861,0.25,0.328125,0.29936305732484075,0.31570175438596487,543359,810000,2016
Dan Otero,898,89.12204899777282,89.88371040723982,2027.277970011534,-1.1012249443207127,0.7936525612472161,0.0011135857461024498,0.21777777777777776,0.29777777777777775,0.27976190476190477,0.2405579399141631,519096,520000,2016
Dan Straily,2706,86.08052475979305,85.87657121606546,2071.843910130075,-0.4824464153732446,0.988839615668884,3.695491500369549e-4,0.20717781402936378,0.3866231647634584,0.22666666666666666,0.313953823953824,573185,512100,2016
Daniel Hudson,1010,92.56653465346534,92.61586826347305,2432.6846071044133,-0.8118811881188119,1.1234653465346536,9.900990099009901e-4,0.2706422018348624,0.43119266055045874,0.32919254658385094,0.3509583333333333,543339,2700000,2016
Daniel Norris,840,90.50607142857143,89.29166666666667,2294.599486521181,0.3482142857142857,1.0516666666666667,0.0011904761904761906,0.25396825396825395,0.4444444444444444,0.31451612903225806,0.32517073170731703,596057,514500,2016
Daniel Stumpf,101,87.54356435643564,86.36237623762376,2016.2448979591836,0.4297029702970297,1.0831683168316832,0.009900990099009901,0.4090909090909091,0.6363636363636364,0.42105263157894735,0.47208333333333335,621385,507500,2016
Danny Duffy,2270,91.25198237885462,91.57349557522124,2290.0535885167465,0.45933920704845815,1.2833480176211454,4.405286343612335e-4,0.23885918003565063,0.41711229946524064,0.2991913746630728,0.3174461028192372,518633,4225000,2016
Danny Farquhar,464,88.41271551724138,88.28900862068966,2189.725108225108,-0.4698275862068966,1.095258620689655,0.0021551724137931034,0.25,0.5104166666666666,0.288135593220339,0.39245454545454544,543144,527000,2016
Danny Salazar,2191,92.12405294386124,91.09249427917621,2233.3407058823527,-0.7385668644454587,1.228480146052031,4.5641259698767686e-4,0.22717622080679406,0.37154989384288745,0.2958199356913183,0.30242884250474383,517593,536200,2016
Darren O'Day,496,83.38165322580645,84.09666666666666,2193.269230769231,-0.47338709677419355,0.3199596774193548,0.0020161290322580645,0.2072072072072072,0.4144144144144144,0.25,0.3109836065573771,503285,5854712,2016
David Hernandez,1123,90.03855743544078,88.991763652641,2330.9670658682635,-0.5038290293855744,1.067052537845058,8.904719501335708e-4,0.2782258064516129,0.43548387096774194,0.3567251461988304,0.34709090909090906,456696,3900000,2016
David Phelps,1162,91.83907056798623,90.67475555555555,2335.3288650580876,-0.6058519793459552,1.1201376936316696,8.605851979345956e-4,0.2139917695473251,0.31275720164609055,0.30718954248366015,0.27148698884758365,475479,2500000,2016
David Price,3171,89.44990536277602,88.3170530327088,2055.068976580045,0.8815141955835962,1.1272870662460568,3.15357931251971e-4,0.2661498708010336,0.4263565891472868,0.3249097472924188,0.32735576923076926,456034,30000000,2016
David Robertson,922,89.27060737527115,89.1040348964013,2545,0.301409978308026,0.6626898047722343,0.0010845986984815619,0.22388059701492538,0.36318407960199006,0.29770992366412213,0.30634782608695654,502085,11000000,2016
Dellin Betances,1137,90.53036971830986,89.99382716049382,2667.629817444219,0.3216549295774648,0.5216549295774647,8.795074758135445e-4,0.2066115702479339,0.2975206611570248,0.36220472440944884,0.26691449814126395,476454,507500,2016
Dillon Gee,1704,86.22605633802817,85.4885663507109,2294.5253623188405,-0.7072183098591549,0.7464201877934272,5.868544600938967e-4,0.29901960784313725,0.48284313725490197,0.31384615384615383,0.3763028953229398,518716,2000000,2016
Doug Fister,2570,83.90365758754864,83.84417781274587,1984.1760254878534,-0.6155252918287938,0.783852140077821,3.891050583657588e-4,0.2736318407960199,0.44776119402985076,0.2948453608247423,0.35382660687593426,450729,7000000,2016
Drew Pomeranz,2470,85.85623481781377,83.67328182187882,2324.6477366255144,0.14753036437246964,0.4497165991902834,4.048582995951417e-4,0.2130841121495327,0.35700934579439253,0.26519337016574585,0.2904690117252931,519141,1350000,2016
Drew Smyly,2515,85.97383697813122,84.07253098760496,2031.152855993564,0.6444532803180915,1.3856461232604373,3.9761431411530816e-4,0.27319587628865977,0.47766323024054985,0.3126491646778043,0.34500789889415484,592767,3750000,2016
Drew Storen,790,87.31569620253164,86.49277566539924,2156.9934123847165,-0.49354430379746833,0.3891139240506329,0.0012658227848101266,0.28342245989304815,0.45989304812834225,0.34057971014492755,0.3784878048780488,519322,8375000,2016
Drew VerHagen,346,89.42832369942197,88.56312684365781,2115.017964071856,-0.6283236994219653,0.6601156069364161,0.002890173410404624,0.345679012345679,0.5679012345679012,0.36231884057971014,0.42089887640449447,572403,509500,2016
Dylan Bundy,1586,89.38379571248424,88.91678366305041,2302.7699228791776,-0.5,1.1820302648171501,6.305170239596469e-4,0.25290697674418605,0.4186046511627907,0.3004115226337449,0.3306117021276596,605164,1800000,2016
Edinson Volquez,2883,88.320575988896593,88.6044599303136,2176.670679886686,-0.7966342817487856,0.5578070784177654,3.46860908775581e-4,0.2893553223388306,0.4482758620689655,0.32761904761904764,0.3611733333333334,450172,9500000,2016
Eduardo Rodriguez,1601,91.5891317926296,90.96998738965952,2127.5480263157897,0.9153029356652093,1.166583385384135,6.246096189881324e-4,0.2591549295774648,0.4422535211267606,0.3023255813953488,0.34063613231552164,593958,521000,2016
Edwin Jackson,1061,89.16409048067861,89.18745173745174,2241.1450939457204,-0.13694627709707824,0.9442978322337418,9.42507068803016e-4,0.2857142857142857,0.4801587301587302,0.31155778894472363,0.36265017667844524,429719,507500,2016
Enny Romero,741,93.135,91.86707482993198,2362.599704579025,0.5336486486486487,1.3028378378378378,0.001349527665317139,0.2625,0.425,0.30434782608695654,0.3420744680851064,544836,510000,2016
Erasmo Ramirez,1210,88.80867768595041,88.3399173553719,2164.7436974789916,-0.8919834710743801,1.0001652892561983,8.264462809917355e-4,0.2733333333333333,0.45666666666666667,0.3,0.3483024691358025,541640,2375000,2016
Eric O'Flaherty,387,89.17312661498708,87.50155440414508,2018.7183544303798,0.5896640826873385,0.7023255813953488,0.002583979328165375,0.3238095238095238,0.4857142857142857,0.37349397590361444,0.3817699115044248,447714,1750000,2016
Ervin Santana,2597,88.93963790446841,88.24267900241351,2115.794101583834,-0.14973035439137133,1.0583204930662558,3.850596842510589e-4,0.25326797385620914,0.39215686274509803,0.29148936170212764,0.31147590361445787,429722,13500000,2016
Evan Scribner,190,83.69105263157894,82.80611111111111,2488.1,-0.08526315789473685,0.4936842105263158,0.005263157894736842,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.17914893617021277,519267,807500,2016
Felipe Vazquez,1108,92.42382671480145,91.35642458100558,2278.0555555555557,0.6548736462093863,0.9406137184115524,9.025270758122744e-4,0.24796747967479674,0.37398373983739835,0.32934131736526945,0.3239492753623188,553878,516100,2016
Felix Hernandez,2015,87.42511166253102,87.23986051502146,2011.929569591951,-0.5793052109181142,0.35652605459057074,4.962779156327543e-4,0.2452431289640592,0.4059196617336152,0.2727272727272727,0.3397943925233645,433587,25857143,2016
Fernando Abad,660,84.07257575757576,82.71502276176024,2253.7920489296635,0.3925757575757576,0.7922727272727272,0.0015151515151515152,0.2191780821917808,0.3424657534246575,0.25225225225225223,0.29298780487804876,472551,1250000,2016
Fernando Rodney,956,89.84801255230126,89.31041445270988,1936.1956989247312,-1.2202928870292886,1.0496861924686192,0.0010460251046025104,0.23039215686274508,0.3333333333333333,0.30935251798561153,0.3166666666666667,407845,1600000,2016
